Agreement Number,Disbursement Date,Loan Amount,Number of Ornaments,Gross Auction Weight of Ornaments(gm),Auction Date,Auction Place,Branch Address
PV97GOL5844431,31-Oct-22,16849,1,5,16-Jan-24,Adilabad Dwaraka nagar I,"Mahajan Complex, First floor, Busstand road. Dwaraka nagar, Adilabad- 504001"
PV97GOL5847742,31-Oct-22,36149,1,10.6,16-Jan-24,Adilabad Dwaraka nagar I,
PV97GOL5870393,03-Nov-22,50050,1,14.79,16-Jan-24,Adilabad Dwaraka nagar I,
PV97GOL5896555,07-Nov-22,145149,1,47.5,16-Jan-24,Adilabad Dwaraka nagar I,
PV97GOL5945650,12-Nov-22,5149,1,2.1,16-Jan-24,Adilabad Dwaraka nagar I,
PV97GOL5960107,14-Nov-22,29649,1,9,16-Jan-24,Adilabad Dwaraka nagar I,
PV97GOL5975509,16-Nov-22,21099,1,7,16-Jan-24,Adilabad Dwaraka nagar I,
PV97GOL6017974,21-Nov-22,66478,2,20.7,16-Jan-24,Adilabad Dwaraka nagar I,
PKB9SGL5894474,07-Nov-22,57499,1,20.04,15-Jan-24,Ahmedabad Gurukul GL,"Balaji Complex, shop No F6 & 7; 1st Floor, Opp Swaminarayan Gurukul Mandir, Drive IN Road, Gurukul, Ahmedabad - 380052"
PLB1SGL5847460,31-Oct-22,49849,1,14.56,15-Jan-24,AHMEDABAD NIKOL GL,"Ground Floor, Shop No F32-33,Pancham Shopping Mall, Near Jivan Wadi, Nikol Above SBI Bank Ahmedabad,382350"
POB2SGL5875079,04-Nov-22,35000,2,10.55,15-Jan-24,AHMEDABAD VASTRAL GL,"Ground Floor, Shop No 05, Radhekishan Complex, Opp karnavati Megha Mall, Vastral, Ahmedabad-382418"
PLB3SGL5934636,11-Nov-22,199649,6,59.35,15-Jan-24,AHMEDABAD VIRAT NAGAR GL,"Ground Floor, Shop 1, Pioneer Plaza,Viranagar Road,Soni ni Chal,Odhav Ahmedabad,Gujarat 382415"
P441GOL5867586,03-Nov-22,33249,2,10.65,15-Jan-24,Ahmednagar Delhigate GL,"Chhindam Heights; Ground floor, CTS.NO 7612/1, Delhigate, Near shani Mandir, Ahmednagar, MH 414001"
P441GOL5887297,05-Nov-22,89448,1,32.88,15-Jan-24,Ahmednagar Delhigate GL,
P441GOL5906572,08-Nov-22,25959,1,8.27,15-Jan-24,Ahmednagar Delhigate GL,
P441GOL5923436,10-Nov-22,32093,1,9.36,15-Jan-24,Ahmednagar Delhigate GL,
P441GOL5965329,15-Nov-22,104981,3,33.98,15-Jan-24,Ahmednagar Delhigate GL,
P441GOL5965812,15-Nov-22,8249,1,2.56,15-Jan-24,Ahmednagar Delhigate GL,
P441GOL5978902,16-Nov-22,45949,1,15.53,15-Jan-24,Ahmednagar Delhigate GL,
P65HGOL5830894,29-Oct-22,21149,2,10.8,15-Jan-24,AJMER GL,"Bajaj Finance Limited, 2nd Floor, Near Martindale Bridge,  Above Muthoot Finance,  Beawar Road,  Ajmer, Rajasthan – 305001"
P65HGOL5848383,31-Oct-22,397682,9,163.4,15-Jan-24,AJMER GL,
P65HGOL5854387,01-Nov-22,11349,1,3.6,15-Jan-24,AJMER GL,
P65HGOL5859288,02-Nov-22,12149,1,3.7,15-Jan-24,AJMER GL,
P65HGOL5859997,02-Nov-22,30039,2,10.01,15-Jan-24,AJMER GL,
P65HGOL5870581,03-Nov-22,138209,7,42.8,15-Jan-24,AJMER GL,
P65HGOL5886737,05-Nov-22,10149,1,4.7,15-Jan-24,AJMER GL,
P65HGOL5914668,09-Nov-22,5183,1,5.6,15-Jan-24,AJMER GL,
P65HGOL5914881,09-Nov-22,27649,4,23.65,15-Jan-24,AJMER GL,
P65HGOL5956540,14-Nov-22,44543,4,18.6,15-Jan-24,AJMER GL,
P65HGOL5953959,14-Nov-22,24649,1,7.3,15-Jan-24,AJMER GL,
P65HGOL5959265,14-Nov-22,99949,3,59.1,15-Jan-24,AJMER GL,
P65HGOL5975279,16-Nov-22,32149,1,11.16,15-Jan-24,AJMER GL,
P65HGOL5984704,17-Nov-22,95037,7,35.05,15-Jan-24,AJMER GL,
P65HGOL5984292,17-Nov-22,170649,9,69.95,15-Jan-24,AJMER GL,
P65HGOL6005459,19-Nov-22,69649,1,19.95,15-Jan-24,AJMER GL,
P481GOL5846808,31-Oct-22,57149,3,43.7,15-Jan-24,Ajmer India Motor Circle GL,"Bajaj Finance LTD.,1St Floor,India Hights Bilding, India Motor Circel, Kuchary Road,Ajmer-  305001"
P481GOL5855925,01-Nov-22,301249,5,234.5,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5854283,01-Nov-22,34149,1,12.3,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5898012,07-Nov-22,19149,3,9,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5944860,12-Nov-22,155573,3,48.58,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5970322,15-Nov-22,60931,1,19.3,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5968922,15-Nov-22,31612,3,15.69,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5968041,15-Nov-22,10149,2,3.9,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5975828,16-Nov-22,59149,2,17.56,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5974604,16-Nov-22,69549,3,70.4,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5987879,17-Nov-22,97649,6,34.2,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5992368,18-Nov-22,65149,2,23.6,15-Jan-24,Ajmer India Motor Circle GL,
P481GOL5993538,18-Nov-22,53149,1,15.3,15-Jan-24,Ajmer India Motor Circle GL,
PI90GOL5863327,02-Nov-22,92549,1,28.6,16-Jan-24,Akkayyapalem Gl,"Bajaj Finance Limited.,D.no: 49-1-6/1, 1st Floor, Opp. Apollo Medicals, Lalithanagar, Akkayyapalem, Visakhapatnam - 530016. Andhra Pradesh"
P4O1GOL5857372,01-Nov-22,6249,1,2,15-Jan-24,Akluj Shankarrao Plaza GL,"Shankarrao Plaza, Ground Floor, opp. Bank of Baroda, Sadabhau Chowk, Akluj, Tal. Malshiras, Dist. Solapur, Maharashtra - 413101"
P4O1GOL5925974,10-Nov-22,80249,1,23.9,15-Jan-24,Akluj Shankarrao Plaza GL,
P4O1GOL5956398,14-Nov-22,26249,1,7.9,15-Jan-24,Akluj Shankarrao Plaza GL,
P4O1GOL6002851,19-Nov-22,32199,1,10.3,15-Jan-24,Akluj Shankarrao Plaza GL,
P489GOL5854648,01-Nov-22,11249,2,3.75,15-Jan-24,AKOLA KHADAN ROAD GL,"Ground floor "" Alsi Plot Khadan road , Near Kerla Tyes infront of Cental Jail sindicamp road Akola-444001 (M.H)"
P489GOL5862613,02-Nov-22,6249,1,2.14,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL5871910,03-Nov-22,19749,1,6.24,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL5877230,04-Nov-22,66115,1,30.23,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL5946041,12-Nov-22,17249,2,5.7,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL5969410,15-Nov-22,127349,7,40.11,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL5967547,15-Nov-22,11249,1,3.66,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL5977300,16-Nov-22,16249,1,5.1,15-Jan-24,AKOLA KHADAN ROAD GL,
P489GOL6002489,19-Nov-22,48249,1,14,15-Jan-24,AKOLA KHADAN ROAD GL,
PYB5PFI5866976,03-Nov-22,12149,1,5.4,15-Jan-24,Akola RJ,"Ground Floor, Near Maharaja Restaurant, Nakoda Nagar, Fatehnagar Road, Akola, Rajasthan- 312205"
PYB5PFI5885315,05-Nov-22,53149,2,19.6,15-Jan-24,Akola RJ,
P4R3GOL5860908,02-Nov-22,18649,1,5.5,15-Jan-24,Akot Yogiraj Lakadganj GL,"Bajaj Finance LTD.Yogiraj” Lakadganj, Beside Akola Urban Co-operative Bank, Akot, Akola, Maharashtra-444101"
P4R3GOL5860449,02-Nov-22,131349,2,38.2,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5870339,03-Nov-22,29249,1,8.8,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5897422,07-Nov-22,129349,4,38.4,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5894724,07-Nov-22,30249,2,9.6,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5904641,08-Nov-22,20162,3,9.5,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5947794,12-Nov-22,75249,4,30.38,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5956739,14-Nov-22,35249,1,10.5,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5957621,14-Nov-22,97249,2,28.2,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5966426,15-Nov-22,193749,9,69.72,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5965791,15-Nov-22,35022,3,11.79,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5968869,15-Nov-22,10991,2,3.88,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5974669,16-Nov-22,22445,3,11.3,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5974240,16-Nov-22,12749,1,3.95,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL5977656,16-Nov-22,34757,1,12.7,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL6004462,19-Nov-22,11017,1,3.97,15-Jan-24,Akot Yogiraj Lakadganj GL,
P4R3GOL6014068,21-Nov-22,7249,1,2.25,15-Jan-24,Akot Yogiraj Lakadganj GL,
P578GOL5877818,04-Nov-22,11453,3,4.2,15-Jan-24,ALIBAG,Bajaj Finance Limited Keshraj Complex Frist Floor Plot No R29 Dandekar Automobailes Shribag No 3 Alibag Raigad 402201
P578GOL5946541,12-Nov-22,111015,4,32.7,15-Jan-24,ALIBAG,
P5T2GOL5863241,02-Nov-22,56649,4,17.1,16-Jan-24,Amalapuram Main Road GL,"GROUND FLOOR 3-2-40, K.Agraharam, Near Clock tower Amalapuram – 533201"
P5T2GOL5913673,09-Nov-22,57449,1,21.4,16-Jan-24,Amalapuram Main Road GL,
P07IGOL5907076,08-Nov-22,170349,1,51.7,15-Jan-24,Amaravati GL,"Shop No-2, 1st Floor, Murari Complex, Opp Police Station, Shegaon Naka Sq.,  Paratwada Rd. Amravati, Maharashtra-444603"
P07IGOL5914205,09-Nov-22,52345,1,15.6,15-Jan-24,Amaravati GL,
P07IGOL5977248,16-Nov-22,467608,8,149.5,15-Jan-24,Amaravati GL,
P07IGOL5977320,16-Nov-22,135000,2,49.9,15-Jan-24,Amaravati GL,
P07IGOL6004511,19-Nov-22,121873,2,45.1,15-Jan-24,Amaravati GL,
P07IGOL6005025,19-Nov-22,12971,2,4.5,15-Jan-24,Amaravati GL,
P478GOL5824716,28-Oct-22,21199,2,7.42,15-Jan-24,Amravati Old Cotton Market Road GL,"Ground Floor, Vimko Tower Bus stand road Amravati, Maharashtra-444601"
P478GOL5867926,03-Nov-22,31249,1,10.75,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5883554,05-Nov-22,20249,1,7.3,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5884901,05-Nov-22,15249,1,5,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5915069,09-Nov-22,45599,5,15.46,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5915235,09-Nov-22,18899,1,6.4,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5915149,09-Nov-22,35199,2,12.95,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5954712,14-Nov-22,10249,1,3.25,15-Jan-24,Amravati Old Cotton Market Road GL,
P478GOL5976572,16-Nov-22,16249,1,5.25,15-Jan-24,Amravati Old Cotton Market Road GL,
P4A9GOL5855591,01-Nov-22,34365,1,10.05,15-Jan-24,AMRELI,"1st Floor, Hall -2, Dhara Complex, Nr, Nagnath Mahadev Mandir, Nagnath Circle, Amreli – 365601"
P4A9GOL5914751,09-Nov-22,43332,1,12.6,15-Jan-24,AMRELI,
P4A9GOL5959007,14-Nov-22,29899,1,8.7,15-Jan-24,AMRELI,
P4A9GOL5979258,16-Nov-22,60474,1,20.32,15-Jan-24,AMRELI,
P4A9GOL5983984,17-Nov-22,145914,1,46.18,15-Jan-24,AMRELI,
P4A9GOL6001269,19-Nov-22,20149,3,6.138,15-Jan-24,AMRELI,
PF89GOL5899516,07-Nov-22,5149,1,2.25,15-Jan-24,Amritsar GL,"Bajaj Finance Limited, Ground Floor, stand alone Building opp may fair appartment,main road,khandwala chowk,Amritsar punjab"
PF89GOL6002142,19-Nov-22,11466,1,5.07,15-Jan-24,Amritsar GL,
P570GOL5878110,04-Nov-22,53149,1,15.5,16-Jan-24,Anakapalle Bhargavi Plaza GL,"#14-3-33, 1st floor, Bhargavi Plaza, Opp. George Club, Main Road, Anakapalle – 531 001"
P570GOL5905280,08-Nov-22,49043,4,14.65,16-Jan-24,Anakapalle Bhargavi Plaza GL,
P570GOL5905514,08-Nov-22,55099,1,16,16-Jan-24,Anakapalle Bhargavi Plaza GL,
P431GOL5824871,28-Oct-22,199549,5,59.92,15-Jan-24,Anand A V Road I,"Shilp Building 1st Floor, above canara bank , Near Bhaikaka Statue A.V.Road , Anand , 388001"
P431GOL5857128,01-Nov-22,28149,3,8.54,15-Jan-24,Anand A V Road I,
P431GOL5883707,05-Nov-22,103963,1,36.28,15-Jan-24,Anand A V Road I,
P567GOL5905306,08-Nov-22,17699,1,5.26,16-Jan-24,ANANTPUR,"D No 12-4-66, Plot No 101, 1st Floor, S V Towers, 1st Floor , 80 Feet Road, Vidyut Nagar, Anantapur, 515004"
P75QGOL5830772,29-Oct-22,33000,7,13.95,15-Jan-24,Anjar GL,
P75QGOL5907426,08-Nov-22,7149,1,2.17,15-Jan-24,Anjar GL,
P75QGOL5917000,09-Nov-22,14000,2,5.94,15-Jan-24,Anjar GL,
P75QGOL5944024,12-Nov-22,30149,1,12.962,15-Jan-24,Anjar GL,
P75QGOL6016236,21-Nov-22,50149,1,24,15-Jan-24,Anjar GL,
P75QGOL6014210,21-Nov-22,186000,6,61.55,15-Jan-24,Anjar GL,
P4L2GOL5942779,12-Nov-22,14649,1,4.35,15-Jan-24,Ankleshwar Roshni Plaza GL,"1st Floor Office No- FF 1-2-3 Roshni Plaza, Near Shree Ganesh Agency Building,Old Station Road,Ankleshwar-393002"
P4L2GOL5969513,15-Nov-22,41541,1,12.2,15-Jan-24,Ankleshwar Roshni Plaza GL,
P4L2GOL5966293,15-Nov-22,20149,1,8.2,15-Jan-24,Ankleshwar Roshni Plaza GL,
P4L2GOL5976427,16-Nov-22,12600,1,5.1,15-Jan-24,Ankleshwar Roshni Plaza GL,
P4L2GOL5995793,18-Nov-22,16649,1,4.9,15-Jan-24,Ankleshwar Roshni Plaza GL,
P4L2GOL6003486,19-Nov-22,208765,7,61.02,15-Jan-24,Ankleshwar Roshni Plaza GL,
PX20GOL5814586,27-Oct-22,51799,3,16.25,15-Jan-24,Anupgarh station Road GL,"Bajaj Finance Limited, ,Ground Floor, Shop No: 105, opposite state Bank of India, station Road, Anupgarh, Rajasthan -335701"
PX20GOL5847072,31-Oct-22,116705,7,39.76,15-Jan-24,Anupgarh station Road GL,
PB56GOL5807793,26-Oct-22,39149,1,11.6,16-Jan-24,Armoor Gl,"Bajaj Finance Limited ,1st Floor 3-2-57, Dhondi Complex, Ambedkar Chowrasta, Armoor District Nizamabad  Telangana– 503224"
PB56GOL5908719,08-Nov-22,58549,1,17.7,16-Jan-24,Armoor Gl,
PB56GOL5914779,09-Nov-22,60093,1,19.72,16-Jan-24,Armoor Gl,
PB56GOL5925017,10-Nov-22,19149,1,7.2,16-Jan-24,Armoor Gl,
PB56GOL5977212,16-Nov-22,60149,1,18.7,16-Jan-24,Armoor Gl,
PB56GOL5984257,17-Nov-22,16649,1,4.9,16-Jan-24,Armoor Gl,
P20IGOL5806970,26-Oct-22,34149,1,10.46,15-Jan-24,Assandh Gl,"Ground floor, Near Axis bank, Karnal road Asandh-132039"
P20IGOL5849832,31-Oct-22,70149,1,21.5,15-Jan-24,Assandh Gl,
P20IGOL5867046,03-Nov-22,9649,1,3.1,15-Jan-24,Assandh Gl,
P20IGOL5896456,07-Nov-22,10149,1,3.45,15-Jan-24,Assandh Gl,
P20IGOL5954288,14-Nov-22,9049,1,2.9,15-Jan-24,Assandh Gl,
P20IGOL5976652,16-Nov-22,26549,1,8.05,15-Jan-24,Assandh Gl,
P20IGOL5984975,17-Nov-22,5149,1,2.87,15-Jan-24,Assandh Gl,
P20IGOL5985970,17-Nov-22,32080,1,9.8,15-Jan-24,Assandh Gl,
P20IGOL6018812,21-Nov-22,310149,12,93.48,15-Jan-24,Assandh Gl,
PZ12GOL5955161,14-Nov-22,18749,3,5.7,15-Jan-24,ATHAGAD BIRAKISHOREPUR GL,"1st floor, Plot No-324, Opposite of Gupta Distributor, Birakishorepur, Athagarh, Cuttack-754029, Odisha"
PZ12GOL6017477,21-Nov-22,47149,6,14.2,15-Jan-24,ATHAGAD BIRAKISHOREPUR GL,
P417GOL5974545,16-Nov-22,42249,1,12.65,15-Jan-24,Aurangabad Bansilala Nagar GL,"Shop no.3 & 4, Upper Ground Floor, B wing, Raja Bansilal Market, relway station Road, Bansilala Nagar, Aurangabad 431001"
PB50GOL5808109,26-Oct-22,791982,12,249.3,15-Jan-24,Aurangabad Gl,"Bajaj Finance Limited Motiwala Trade Center, Samarth Nagar , Nirala Bajar, Aurangabad"
PB50GOL5906753,08-Nov-22,30599,1,10.2,15-Jan-24,Aurangabad Gl,
PB50GOL5917219,09-Nov-22,200349,1,63.1,15-Jan-24,Aurangabad Gl,
PB50GOL5959142,14-Nov-22,134680,1,38.94,15-Jan-24,Aurangabad Gl,
PB50GOL5956982,14-Nov-22,26249,1,7.9,15-Jan-24,Aurangabad Gl,
PB50GOL5957935,14-Nov-22,18249,2,5.5,15-Jan-24,Aurangabad Gl,
P05VGOL5833191,29-Oct-22,291044,5,106.12,15-Jan-24,Babra GL,"FF 9 to 13, Opp. Police Station, On Way of SH-25, Babra-365421"
P05VGOL5856047,01-Nov-22,50706,1,15.79,15-Jan-24,Babra GL,
P05VGOL5888014,05-Nov-22,10621,1,3.65,15-Jan-24,Babra GL,
P05VGOL5883957,05-Nov-22,100459,3,30.02,15-Jan-24,Babra GL,
P05VGOL5894420,07-Nov-22,117949,1,46.02,15-Jan-24,Babra GL,
P05VGOL5896460,07-Nov-22,255738,2,80.32,15-Jan-24,Babra GL,
P05VGOL5893577,07-Nov-22,10149,1,4.68,15-Jan-24,Babra GL,
P05VGOL5984706,17-Nov-22,9149,1,4.36,15-Jan-24,Babra GL,
P05VGOL6016824,21-Nov-22,20149,3,7.38,15-Jan-24,Babra GL,
PAZ1PFI5957575,14-Nov-22,5222,1,7.4,15-Jan-24,Badarda,"Ground Floor, Shree Ji Darshan, Main Road, Badarda, Rajasthan- 313324"
P4G4GOL5897426,07-Nov-22,13499,1,4.1,16-Jan-24,Bagalkot Vidyagiri GL,"Daneshwari Complex,Ground Floor,Opp Engineering College Gate,Vidyagiri,Bagalkot-587103"
P4G4GOL5915099,09-Nov-22,34149,1,10,16-Jan-24,Bagalkot Vidyagiri GL,
P4G4GOL5915637,09-Nov-22,40127,2,12.9,16-Jan-24,Bagalkot Vidyagiri GL,
P5S4GOL5824021,28-Oct-22,58649,1,17.5,15-Jan-24,BAHADURGARH,"1st Floor 603/18, Above Easy Day, Saini Market Main Delhi – Rohtak Road – Bahadurgarh – 124507 (HR)"
P5S4GOL5860663,02-Nov-22,59149,1,17.4,15-Jan-24,BAHADURGARH,
P5S4GOL5867683,03-Nov-22,95549,1,27.8,15-Jan-24,BAHADURGARH,
P5S4GOL5877546,04-Nov-22,61981,1,20.44,15-Jan-24,BAHADURGARH,
P5S4GOL5933761,11-Nov-22,90050,1,28.7,15-Jan-24,BAHADURGARH,
P5S4GOL5954541,14-Nov-22,54849,1,15.9,15-Jan-24,BAHADURGARH,
P5S4GOL5974137,16-Nov-22,9914,1,3.51,15-Jan-24,BAHADURGARH,
PY63GOL5813657,27-Oct-22,115749,4,33.96,15-Jan-24,BALACHAUR MAINCHOWK GL,"Bajaj Finance Limited, Ward no-14,Opp BAV School, Gharshankar Road, Main Chowk, Balachaur, 144521"
PY63GOL5896519,07-Nov-22,124649,6,37.14,15-Jan-24,BALACHAUR MAINCHOWK GL,
PY63GOL5968447,15-Nov-22,78195,4,23.34,15-Jan-24,BALACHAUR MAINCHOWK GL,
PY63GOL5974566,16-Nov-22,145549,3,42.11,15-Jan-24,BALACHAUR MAINCHOWK GL,
PY63GOL5975911,16-Nov-22,175149,4,50.55,15-Jan-24,BALACHAUR MAINCHOWK GL,
PY63GOL5976321,16-Nov-22,51549,1,14.87,15-Jan-24,BALACHAUR MAINCHOWK GL,
PY63GOL5983138,17-Nov-22,8549,1,3.37,15-Jan-24,BALACHAUR MAINCHOWK GL,
PU39GOL5993597,18-Nov-22,29449,1,8.5,15-Jan-24,BALANGIR,"Bajaj Finance Limited., 1st Floor, Above Sri Ganesh Electricals, Near Pooja Mandap Chowk, Balangir-767001. Orissa"
P596GOL5809014,26-Oct-22,5149,3,2,15-Jan-24,Balasore Police Line Squre GL,"Police Line Squre, OT Road, Balasore, Odisha 756001"
P596GOL5807480,26-Oct-22,10149,1,3.4,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5808264,26-Oct-22,6649,1,2.05,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5813712,27-Oct-22,5649,1,1.75,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5822255,28-Oct-22,70149,3,21.2,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5845359,31-Oct-22,7649,2,3.6,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5875427,04-Nov-22,86649,1,25.2,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5888304,05-Nov-22,19149,3,7.8,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5899026,07-Nov-22,57149,3,16.8,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5933579,11-Nov-22,21988,5,7.6,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5943234,12-Nov-22,47513,8,16.1,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5967755,15-Nov-22,9649,1,2.9,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5968159,15-Nov-22,86149,2,34.9,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5965071,15-Nov-22,142549,10,42.1,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5967282,15-Nov-22,190111,4,54.9,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5974540,16-Nov-22,46785,1,13.9,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5974399,16-Nov-22,55381,7,18.1,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5977785,16-Nov-22,8988,2,3.03,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5977668,16-Nov-22,5000,1,2,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5995780,18-Nov-22,16657,1,5.4,15-Jan-24,Balasore Police Line Squre GL,
P596GOL5995597,18-Nov-22,6489,1,2.3,15-Jan-24,Balasore Police Line Squre GL,
P596GOL6003297,19-Nov-22,13149,1,4.7,15-Jan-24,Balasore Police Line Squre GL,
P596GOL6014314,21-Nov-22,33349,1,9.6,15-Jan-24,Balasore Police Line Squre GL,
P596GOL6014104,21-Nov-22,60149,4,18.5,15-Jan-24,Balasore Police Line Squre GL,
P4Q3GOL5860468,02-Nov-22,39500,1,11.6,15-Jan-24,BALOTRA,
P4Q3GOL5925505,10-Nov-22,77149,1,57,15-Jan-24,BALOTRA,
PW02GOL5967268,15-Nov-22,205649,6,61.2,15-Jan-24,Balugaon Main Road GL,"Plt No-686/857, First Floor, main road Balugaon, Opp. Digantika hotel, Balugaon-752030, Odisha"
P85HGOL5815298,27-Oct-22,72449,3,21.5,15-Jan-24,Banki,"Bajaj Finance Limited., 1st  Floor, Ganesh Bazar, Near Bajaj Auto, Main Road, Banki – 754008. Orissa"
P85HGOL5956176,14-Nov-22,33349,1,9.7,15-Jan-24,Banki,
P55MGOL5884223,05-Nov-22,35023,3,11.2,16-Jan-24,Banswada Kamareddy GL,"D No 1-1-14, 1st floor, Old Banswada Road,  Banswada, Kamareddy Dt, Telangana 503187"
P573GOL5830352,29-Oct-22,25328,1,8.03,15-Jan-24,Baramati Kacheri Road GL,"1st Floor, C. R. Gujar Complex, Kacheri Road, Baramati - 413 102."
P573GOL5868008,03-Nov-22,46199,1,14.8,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5871081,03-Nov-22,53249,1,15.7,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5883738,05-Nov-22,34649,2,11.2,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5906474,08-Nov-22,10249,1,3.2,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5906106,08-Nov-22,72649,1,21.1,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5935820,11-Nov-22,47249,1,15.4,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5944444,12-Nov-22,7749,1,2.35,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5956719,14-Nov-22,90649,2,26.5,15-Jan-24,Baramati Kacheri Road GL,
P573GOL5956270,14-Nov-22,83199,2,29.3,15-Jan-24,Baramati Kacheri Road GL,
P573GOL6003669,19-Nov-22,12101,1,4.7,15-Jan-24,Baramati Kacheri Road GL,
P573GOL6014986,21-Nov-22,15199,1,5.1,15-Jan-24,Baramati Kacheri Road GL,
P4D1GOL5848595,31-Oct-22,12149,1,15.35,15-Jan-24,BARAN KOTA ROAD GL,"Ground Floor, Near HDFC Bank, Kota Road, Baran, Rajasthan- 325205"
P4D1GOL5856619,01-Nov-22,26149,1,9.2,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL5863185,02-Nov-22,34149,1,10.2,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL5886305,05-Nov-22,80149,1,28.8,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL5917844,09-Nov-22,25149,1,9.74,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL5945137,12-Nov-22,240391,5,97.64,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL5946447,12-Nov-22,271449,7,111.4,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL5976253,16-Nov-22,85649,6,29.5,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL6002015,19-Nov-22,69649,5,20.4,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL6017681,21-Nov-22,60025,2,26.23,15-Jan-24,BARAN KOTA ROAD GL,
P4D1GOL6016467,21-Nov-22,60112,2,24.56,15-Jan-24,BARAN KOTA ROAD GL,
PY54GOL5877797,04-Nov-22,10733,1,3.2,15-Jan-24,BARARA RAILWAY ROAD GL,"Ground floor, Near- New life hospital, Opp- Aggarwal dharamshala, Railway Road, Barara, Haryana 133201"
PY54GOL6014635,21-Nov-22,20300,1,6.8,15-Jan-24,BARARA RAILWAY ROAD GL,
PU43GOL5844356,31-Oct-22,120139,1,34.9,15-Jan-24,Bargarh Kharjati Kala GL,"Ground floor, Khata No[1]2414/6368, Plot No-1373/16038, Khata No-2414/3509, Plot No-1373/8938,Old N.H- 6, Kharjati kala,  Bargarh, Odisha, Pin-768040"
